food,Sodium,Calcium,Copper,Iron,Magnesium,Manganese,Phosphorus,Potassium,Selenium,Zinc
fondant,0.022,0.8,0.095,0.09,0,0,0,1.1,0.045,0.037
brown sugar,0.094,3.5,0.03,0.071,0.4,0.047,0.2,5.6,0.023,0.08
white frosting dry,0.5,8.3,0.053,0.2,6.2,0.043,14.5,242.2,0.036,0.01
maple sugar,0.031,10.8,0.024,0.2,2.3,0.5,0.4,32.9,0.03,0.7
fructose sweetener,0.013,0,0.013,0.067,0,0,0,0,0.082,0
saccharin sweetener,0.4,0,0,0.058,0,0,0,4,0,0.079
egg white raw,0.038,2.3,0.075,0.045,3.6,0.039,5,53.8,0.017,0.001
turbinado sugar,0.008,0.6,0.05,0.018,0.016,0.064,0.052,1.3,0,0.003
vanilla frosting,0.9,13.9,0,0.7,4.6,0,83.2,157.1,0.029,0.3
aspartame sweetener,0,0,0,0.022,0,0,0,4,0.079,0.068
egg raw,0.08,31.4,0.071,1,6.7,0.057,110.9,77.3,0.023,0.7
pineapple topping,0.1,20.4,0.2,0.4,20.4,0.2,10.2,146.2,0.026,0.2
egg white dried,0.052,6.2,0.033,0.028,5,0.03,6.2,78.1,0.012,0
egg yolk raw,0.006,21.9,0.069,0.5,0.9,0.013,66.3,18.5,0.039,0.4
baking soda,1.3,0,0,0,0,0,0,0,0.018,0
egg dried,0.06,11.8,0.017,0.2,1.7,0.063,31.5,27,0.017,0.2
strawberry topping,0.099,1.3,0.078,0.014,0.8,0.002,1.1,10.7,0.005,0.079
bakers yeast dry,0.081,1.2,0.016,0.051,2.2,0.048,25.5,38.2,0.006,0.3
almond paste,0.051,390.4,1,3.6,295.1,1.9,585.7,712.8,0.037,3.4
cream of tartar,0.009,0.2,0.094,0.1,0.073,0.062,0.2,495,0.031,0.054
popover dry mix,1.5,54.4,0.3,5,42.5,1.3,170,170,0.044,1.5
egg substitute powder,0.2,92.3,0.017,0.9,18.4,0.045,135.3,210.6,0.032,0.5
gelatin powder,0.029,2.8,0.1,0.099,1.1,0.019,2,0.8,0.077,0.004
tapioca pearls,0.077,30.4,0.021,2.4,1.5,0.2,10.6,16.7,0.007,0.2
baking powder,0.5,270.3,0.077,0.5,1.2,0.074,100.8,0.9,0.004,0.091
egg boiled,0.042,30,0.009,0.7,6,0.004,103.2,75.6,0.062,0.6
millet flour,0.056,16.7,0.6,4.7,141.6,1.2,339.2,266.6,0.028,3.1
triticale flour,0.096,45.5,0.7,3.4,198.9,5.4,417.3,605.8,0,3.5
corn flour white,0.036,157.3,0.2,1.7,106,0.5,263.3,298.7,0.072,2.1
rice flour brown,0.039,17.4,0.4,3.1,177,6.3,532.5,456.6,0,3.9
sorghum flour,0.023,14.5,0.3,3.6,145.2,1.5,348.5,376.3,0.026,1.7
cornmeal whole grain,0.022,7.3,0.2,4.2,154.9,0.6,294,350.1,0.004,2.2
cornmeal white,0.094,4.7,0.1,1.7,50.2,0.3,155.4,222.9,0.03,1
barley flour,0.062,47.4,0.5,4,142.1,1.5,438.1,457.3,0.037,3
safflower seed meal,0.006,21.8,0.5,1.4,99.1,0.6,180.6,19.2,0,1.4
sesame flour,0.041,198.8,1.9,19,451.3,1.9,1008.8,528.8,0,13.3
whole grain wheat flour,0.027,40.8,0.5,4.3,164.4,4.9,428.4,435.6,0.045,3.1
corn flour yellow,0.04,8.2,0.3,2.8,108.8,0.5,318.2,368.6,0.012,2
corn flour whole grain,0.033,8.2,0.3,2.8,108.8,0.5,318.2,368.6,0.045,2
cottonseed flour low fat,0.022,134.1,0.3,3.6,202.6,0.6,449.1,498.4,0,3.3
sunflower seed flour,0.073,4.6,0.081,0.3,13.8,0.011,27.6,2.7,0.047,0.2
sesame meal,0.073,43.3,0.4,4.1,97.9,0.4,219,114.9,0,2.9
acorn flour,0,53.8,0.8,1.5,137.5,2.2,128.8,890,0,0.8
rice flour white,0,15.8,0.2,0.6,55.3,1.9,154.8,120.1,0.062,1.3
sesame flour low fat,0.072,42.2,0.4,4,95.7,0.4,214.2,112.4,0,2.8
potato flour,0.042,0,104,0.3,2.2,104,0.5,268.8,1601.6,0.031
cornmeal yellow,0.011,4.7,0.1,1.7,50.2,0.3,155.4,222.9,0.069,1
rye flour,0.061,13.3,0.2,0.9,32.6,1.2,132.6,228.5,0.07,1.4
arrowroot flour,0.002,51.2,0.045,0.4,3.8,0.6,6.4,14.1,0,0.067
chickpea flour,0.05,41.4,0.8,4.5,152.7,1.5,292.6,778.3,0.079,2.6
wheat flour,0.061,18.8,0.2,5.8,27.5,0.9,135,133.8,0.023,0.9
cornstarch,0.093,2.6,0.097,0.6,3.8,0.028,16.6,3.8,0.096,0.081
carob flour,0.033,20.9,0.088,0.2,3.2,0.019,4.7,49.6,0.087,0.087
buckwheat flour,0.033,49.2,0.6,4.9,301.2,2.4,404.4,692.4,0.04,3.7
pecan pie,0.3,39,0.3,1.8,31.7,0.9,114.7,162.3,0.089,1.2
apple pie,0.3,8.8,0.02,1.4,8.8,0.2,35,98.8,0.077,0.2
vanilla wafer pie crust,0.9,73.9,0.1,2.9,17.6,0.3,137.3,139,0.009,0.4
chocolate pie crust,0.9,58.2,1.4,7.8,72.8,3.3,218.4,340.3,0.033,3.8
apple strudel,0.02,10.7,0.092,0.3,6.4,0.1,23.4,105.8,0.034,0.1
chocolate snack cake,0.2,58,0.2,1.8,18,0.2,43.5,88,0.006,0.5
fruit fried pie,0.4,28.2,0.094,1.6,12.8,0.3,55,83.2,0.094,0.3
pumpkin pie,0.3,145.7,0.1,2,29.5,0.3,151.9,288.3,0.058,0.7
corn cake,0.01,1.7,0.04,0.1,10.3,0.2,14.1,14.1,0.082,0.2
sponge snack cake,0.2,10.1,0.06,0.6,3.4,0.1,77.7,29.8,0.029,0.3
danish pastry with nuts,0.2,61.1,0.1,1.2,20.8,0.5,71.5,61.8,0.062,0.6
chocolate cream pie,0.1,35.6,0.078,1.1,20.8,0.2,67.3,125.7,0.016,0.2
angel food cake,0.2,39.2,0.058,0.1,3.4,0.012,90.7,26,0.095,0.055
lemon meringue pie,0.3,15.2,0.086,1.3,7.6,0.2,53.3,82.6,0.059,0.4
danish pastry with cinnamon,0.3,37,0.079,1.8,14.1,0.4,73.9,95.9,0.028,0.5
cinnamon coffeecake,0.2,30.8,0.006,1.1,12.5,0.3,61.6,70.1,0.048,0.5
cheesecake,0.4,40.8,0.039,0.5,8.8,0.1,74.4,72,0.079,0.4
fruitcake,0.013,14.2,0.082,0.9,6.9,0.067,22.4,65.8,0.033,0.1
egg custard,0.2,301.7,0.031,1,31,0.07,318.7,417.4,0.016,1.5
mince pie,0.4,36.3,0.2,2.5,23.1,0.4,69.3,335,0.099,0.4
yellow cake with chocolate frosting,0.4,46.1,0.2,2.9,28.8,0.3,198.7,269.3,0.084,0.6
danish pastry with fruit,0.3,21.6,0.059,1.4,14.1,0.2,68.6,110,0.052,0.5
white cake with coconut frosting,0.3,100.8,0.031,1.3,13.4,0.3,78.4,110.9,0.093,0.4
danish pastry with cheese,0.3,70.1,0.004,1.8,15.5,0.4,80.1,116.5,0.015,0.6
graham cracker pie crust,0.9,53.1,0.4,4.8,42.1,2.4,214.1,206.8,0.039,2.3
blueberry pie,0.3,10.3,0.081,1.8,11.8,0.4,44.1,73.5,0.059,0.3
yellow cake with vanilla frosting,0.2,39.7,0.017,0.7,3.8,0.089,91.5,33.9,0.02,0.2
pie crust,0.1,2.3,0.079,0.7,3.2,0.061,15.4,15.4,0.096,0.1
chocolate cake with chocolate frosting,0.5,41.4,0.3,4.2,42.8,0.5,189.1,372.6,0.084,0.8
cheese coffeecake,0.3,44.8,0.074,0.5,11.4,0.1,76.8,219.6,0.075,0.4
vanilla cream pie,0.3,113.4,0.018,1.3,16.4,0.2,131,158.8,0.024,0.7
pineapple cake,0.4,138,0.1,1.7,15,0.4,94.3,128.8,0.094,0.4
peach pie,0.3,9.4,0.082,0.6,7,0.2,25.7,146.3,0.025,0.1
fruit coffeecake,0.2,22.5,0.02,1.2,8.5,0.1,59,45,0.056,0.3
pound cake,0.1,10.5,0.021,0.4,3.3,0.046,41.1,35.7,0.092,0.1
pound cake bread,0.2,25.3,0.077,1.2,10.5,0.1,165,115.5,0.02,0.3
white cake,0.2,96.2,0.003,1.1,8.9,0.1,68.8,70.3,0.033,0.2
coffeecake with chocolate frosting,0.3,34.2,0.056,0.5,13.5,0.2,67.5,70.2,0.034,0.4
popcorn cake,0.05,0.9,0.067,0.2,15.9,0.037,27.7,32.7,0.079,0.4
banana cream pie,2.8,889.5,0.6,12.3,189.8,1.8,1091.1,1956.9,0.1,5.7
baked apple pie mcdonalds,0.076,5.4,0.03,0.6,2,0.071,10.2,17.8,0,0
sponge cake,0.1,26.5,0.076,1,5.7,0.1,63,88.8,0.034,0.4
yellow cake,0.2,99.3,0.099,1.1,8.2,0.1,79.6,61.9,0.037,0.3
shortcake,0.1,58,0.076,0.7,4.5,0.08,40.5,30,0.097,0.1
cherry pie,0.3,18,0.1,3.3,16.2,0.4,54,138.6,0.011,0.4
dutch apple pie,0.3,19.2,0.2,1.2,11,0.3,39.7,104.1,0.038,0.3
chocolate cake,0.3,57,0.2,1.5,30.4,0.3,100.7,133,0.019,0.7
marshmallow,0.039,0.6,0.002,0.038,0.4,0.003,1.6,1,0.009,0.06
sugar apple,0.045,0,18.5,0.075,0.5,16.2,0,24.6,190.2,0.083
toffee,0.044,0.097,4.1,0.092,0.094,0.5,0.082,3.8,6.1,0.031
vanilla fudge with nuts,0.075,13.3,0.012,0.1,6.8,0.1,20.7,29.1,0.016,0.2
peanuts chocolate coated,0.063,4.2,0.067,0.037,3.8,0.042,8.5,20.1,0.005,0.1
caramel with nuts chocolate coated,0.041,10.9,0.05,0.2,11.3,0,23.2,62.3,0.094,0.3
gingerbread,0.2,52.5,0.1,2.1,51.8,0.5,40,324.9,0.082,0.3
rolo nestle,0,0,0,0,0,0,0,0,0,0
vanilla fudge,0.04,10.8,0.036,0.036,0.8,0.045,8.5,13.9,0.004,0.089
halavah,0.1,23.1,0.8,3.2,152.6,0.6,424.9,130.9,0.036,3
praline,0.016,16.8,0.2,0.5,19.1,0.7,40.6,84.6,0.021,0.7
fruit juice bar,0.011,3.9,0,0.1,3.1,0.1,4.6,40.8,0.007,0.068
peanut brittle,0.1,7.6,0.086,0.3,11.9,0.2,30,47.5,0.037,0.2
butterscotch,0.039,0.2,0.062,0.02,0,0.076,0.04,0.2,0.011,0.001
chocolate coffee beans,0.006,47.8,0.1,0.6,18.1,0.2,53.2,116.9,0.056,0.6
nougat with almonds,0.061,4.5,0.051,0.082,4.5,0.043,7.7,14.7,0.062,0.051
carob,0.015,0.051,75.8,0.011,0.3,9,0.059,31.5,158.3,0.087
peanut butter fudge,0.085,6.7,0.016,0.072,3.2,0.077,10.9,19,0.007,0.021
sugar coated almonds,0.021,3.5,0.073,0.061,4.8,0.091,5.8,8.9,0.009,0.085
chocolate coated marshmallow,0.002,12.9,0.013,0.7,10.1,0.061,27.2,51,0.076,0.2
raisins chocolate coated,0.021,86,0.4,1.7,45,0.4,143,514,0.053,1.3
chewing gum sugarless,0.001,0.4,0,0,0,0,0,0,0.03,0
chewing gum,0.083,0,0,0,0,0,0,0.05,0.045,0
chocolate syrup,0.061,5.5,0.2,0.8,25.4,0.1,50.3,87.4,0.08,0.3
chocolate fudge syrup,0.084,9.3,0.076,0.2,9.1,0.013,18.4,54,0.044,0.2
m ms milk chocolate mars,0.018,44.1,0.1,0.5,18.5,0.1,61.3,109.6,0.064,0.7
milk chocolate with almonds,0.051,91.8,0.2,0.7,36.9,0.3,108.2,182,0.067,0.5
chocolate fudge,0.032,8.3,0.059,0.3,6.1,0.044,12.1,22.8,0.01,0.2
milk chocolate with rice cereal,0,0,0,0,0,0,0,0,0,0
m ms peanut chocolate mars,0.017,18.4,0.057,0.2,12.4,0.1,34.2,62.5,0.099,0.3
dark chocolate,0.013,0.087,17.1,0.3,2.4,45.6,0.4,64.2,170.4,0.033
chocolate semisweet,0.042,53.8,1.2,5.3,193.2,1.3,221.8,613.2,0.055,2.7
after eight mints nestle,0.025,1.1,0,0.062,0,0,0,0,0,0
milk chocolate,0.045,13.2,0.083,0.2,4.4,0.014,14.6,26,0.007,0.2
white chocolate,0.009,59.7,0.01,0.025,3.6,0.1,52.8,85.8,0.073,0.2
chocolate,0.001,9.8,0.2,1.1,46.3,0.2,60.3,118.9,0.018,0.6
twix mars,0.064,0.085,30.7,0.042,0.2,7.8,0.071,30.5,53.9,0.065
kit kat nestle,0.022,0,16.6,0.059,0.1,0.2,0,13.4,35.3,0
snickers mars,0.1,0.015,53,0.2,0.4,41,0.2,108.3,184.1,0
milky way mars,0.021,0.038,66.7,0.047,0.3,11.6,0.095,38.9,71.9,0.073
clif bar,0.1,250.2,0.3,4.5,100,1.5,199.9,280.2,0.048,3
gum drops,0.008,0,0,0,0,0,0,0,0.058,0
skittles wild berry mars,0.036,0,0,0,0,0,0,0,0,0
skittles original mars,0.025,0,0.087,0,0.6,0.073,0.6,7.4,0.044,0.03
skittles tropical mars,0.095,0,0,0,0,0,0,0,0,0
fruit leather,0,4.5,0.06,0.1,2.8,0.083,4.3,41.2,0.034,0.014
taffy,0.028,0.034,1.2,0,0.016,0,0,0.2,0.5,0.054
eisbonbons mac iver,0,0,0,0,0,0,0,0,0,0
caramels,0.015,13.9,0.06,0.049,1.7,0.006,11.5,21.6,0.087,0.057
hard candy,0.021,0.2,0.071,0.038,0.2,0.082,0.2,0.3,0.052,0.059
jellybeans,0.076,0.08,0.038,0.029,0.055,0.013,0.027,0.4,0.052,0.032
jellies,0.016,1.5,0.012,0.084,1.3,0.096,1.3,11.3,0.1,0.041
wheat germ toasted,0.06,13.5,0.2,2.7,96,6,343.8,284.1,0.047,5
crispy brown rice,0.086,9,0.067,0.4,28.2,0,90.6,76.2,0.034,0.5
bran flakes asda,0,0,0,0,0,0,0,0,0,0
amaranth cooked,0.095,115.6,0.4,5.2,159.9,2.1,364.1,332.1,0.074,2.1
triticale,0.049,71,0.9,4.9,249.6,6.2,687.4,637.4,0,6.6
barley raw,0.016,3.5,0.059,0.3,9.5,0.2,26.5,33.6,0.019,0.3
bulgur dry,0.071,17.5,0.2,1.2,82,1.5,150,205,0.073,1
cottonseed kernels roasted,0.073,149,1.8,8,655.6,3.2,1192,2011.5,0,8.9
rice bran,0.036,67.3,0.9,21.9,921.6,16.8,1978.9,1752.3,0.018,7.1
chaptti roti indian bread,0,0,0,0,0,0,0,0,0,0
quinoa cooked,0.026,31.5,0.4,2.8,118.4,1.2,281.2,318.2,0.058,2
dar vida swiss original,0,0,0,0,0,0,0,0,0,0
teff cooked,0.053,123.5,0.6,5.2,126,7.2,302.4,269.6,0,2.8
couscous dry,0.031,41.5,0.4,1.9,76.1,1.3,294.1,287.2,0,1.4
weetabix weetabix,0,0,0,0,0,0,0,0,0,0
oat bran cooked,0.082,21.9,0.1,1.9,87.6,2.1,260.6,201.5,0.023,1.2
buckwheat cooked,0.053,11.8,0.2,1.3,85.7,0.7,117.6,147.8,0.044,1
millet puffed,0.076,1.7,0.1,0.6,22.3,0,55.9,8.4,0.084,0.3
oat bran raw,0.036,18,51.6,40,0.2,0,0,0,0,0
popcorn oil popped,0.018,0.4,0.062,0.2,8.7,0.051,21.9,20,0.03,0.3
kamut cooked,0.038,17.2,0.4,3.5,96.3,2.1,304.4,347.4,0.058,3
wheat bran,0.015,42.3,0.6,6.1,354.4,6.7,587.5,685.6,0.066,4.2
cheese popcorn,0.002,12.4,0.044,0.2,10,0.097,39.7,28.7,0.096,0.2
raisin bran crunch kelloggs,0,0,0,0,0,0,0,0,0,0
couscous cooked,0.054,12.6,0.065,0.6,12.6,0.1,34.5,91.1,0.01,0.4
multigrain cheerios general mills,0,0,0,0,0,0,0,0,0,0
bulgur cooked,0.049,18.2,0.1,1.7,58.2,1.1,72.8,123.8,0.026,1
popcorn air popped,0.016,0.6,0.02,0.3,11.5,0.092,28.6,26.3,0,0.2
teff raw,0.053,347.4,1.6,14.7,355.1,17.8,828,824.1,0.038,7
spelt cooked,0.041,19.4,0.4,3.2,95.1,2.1,291,277.4,0.042,2.4
millet raw,0.013,16,1.5,6,228,3.3,570,390,0,3.4
popcorn unpopped,0.001,1.4,0.042,0.9,34.8,0.3,84.6,77.5,0,0.8
whole wheat cooked,0.6,16.9,0.2,1.5,53.2,1.4,167,171.8,0.025,1.2
wheat sprouted,0.026,30.2,0.3,2.3,88.6,2,216,182.5,0.004,1.8
whole wheat dry,0.036,11.2,0.1,0.9,34.2,0.9,106.1,108.9,0.031,0.7
caramel popcorn,0.069,12.2,0.054,0.5,9.9,0.1,23.5,30.8,0.067,0.2
wheat puffed,0.03,3.4,0.086,3.8,17.4,0.2,42.6,41.8,0.084,0.3
roggenmischbrot sonnenblumenkerne aldi,0,0,0,0,0,0,0,0,0,0
wheat germ,0.037,12.1,0.2,1.9,74.1,4.1,261,276.5,0.056,3.8
microwave popcorn,0.6,0.052,20,0.2,1.8,95.7,0.7,239.3,341.9,0.004
millet cooked,0.046,5.2,0.3,1.1,76.6,0.5,174,107.9,0.094,1.6
kamut raw,0.012,0.043,44.6,1,8.2,249.2,5.3,718,829.6,0.1
wheat durum,0.032,65.3,1.1,6.8,276.5,5.8,975.4,827.5,0.2,8
sorghum,0.045,53.8,0,8.4,0,0,551,672,0,0
white wheat,0.094,61.4,0.7,8.8,178.6,7.3,681.6,829.4,0,6.4
rye,0.078,40.6,0.6,4.4,185.9,4.4,561.1,861.9,0.032,4.5
spelt raw,0.076,47,0.9,7.7,236.6,5.2,697.7,675.1,0.051,5.7
buckwheat raw,0.054,2.2,0.1,0.3,27.7,0.2,41.6,55.2,0.094,0.3
honey cereali general mills,0,0,0,0,0,0,0,0,0,0
barley cooked,0.064,17.3,0.2,2.1,34.5,0.4,84.8,146,0.073,1.3
oats,0.074,5.4,0.006,0.5,17.7,0.5,52.3,42.9,0,0.4
amaranth raw,0.077,15.9,0.048,0.8,24.8,0.3,55.7,50.8,0.05,0.3
semolina,0.097,28.4,0.3,7.3,78.5,1,227.1,310.6,0.1,1.8
quinoa dry,0.026,28.2,0.4,2.7,118.2,1.2,274.2,337.8,0.056,1.9
wheat shredded,0.086,23,0.2,1.4,61.2,1.2,170.2,173,0.06,1.4
cattail,0.031,10.3,0.03,0.2,12,0.1,8.6,58.7,0.091,0.064
peanut granola bar,0.006,9.8,0.02,0.6,13.2,0.3,33.4,69.8,0.061,0.3
vanilla bluberry bar kind,0,0,0,0,0,0,0,0,0,0
coconut granola bar,0.006,11.9,0.045,0.5,15.8,0,43.6,71.9,0.053,0.3
almond granola bar,0.067,7.7,0.017,0.6,19.4,0.3,54.7,65.5,0.06,0.4
chocolate chip granola bar,0.062,18.5,0.008,0.7,17.3,0.4,49,60.2,0.018,0.5
fruit granola bar,0.028,0.7,0.003,1,12,0,29.3,52.8,0.052,0.3
granola bar,0.084,12.8,0.081,0.6,20.4,0.4,58.2,70.6,0.027,0.4
peanut bar,0.059,31.2,0.3,0.4,44,0.5,123.2,162.8,0.043,1.6
milk cereal bar,0.087,102.5,0.028,1.5,5.3,0.055,38.8,63.5,0.041,0.2
almond rice bar,0,20.7,0.057,1.8,19.9,0.4,46.8,64.1,0,1.5
fruit nut squares,0.086,2.4,0.054,0.1,3.5,0.052,7.6,11.5,0.068,0.034
rice wheat cereal bar,0.1,6.8,0.01,0.6,10.1,0.3,29.9,31.5,0.097,0.4
crisped rice bar,0.01,5.9,0.045,1.8,13.4,0.3,37.5,47,0.02,0.2
brown rice raw,0.086,42.6,0.5,2.7,264.6,6.9,616.1,412.6,0.038,3.7
rice pilaf cooked,1,69,0.1,2,26.2,0.7,114.2,164.2,0.049,0.9
beef flavored rice raw,2.4,58.6,0.3,5.2,62.2,1.7,228.8,309.3,0.068,2.5
wild rice cooked,0.008,4.9,0.2,1,52.5,0.5,134.5,165.6,0.016,2.2
wild rice raw,0.051,33.6,0.8,3.1,283.2,2.1,692.8,683.2,0.025,9.5
congee with pork shrimp and squid plus egg,0,0,0,0,0,0,0,0,0,0
white rice pasta cooked,1.1,16.2,0.048,1.9,24.2,0.4,74.7,84.8,0,0.6
chicken flavored rice raw,2.1,30.2,0.3,4.7,52.1,1.7,211.7,257,0.011,2.3
instant white rice raw,0.039,20.9,0.2,6,13.3,0.9,112.1,25.7,0.011,1.4
rice crisps,0.2,1.4,0.08,2.9,6.7,0.3,26.9,30.2,0.096,0.3
parboiled white rice raw,0.055,131.4,0.5,6.2,50,1.9,283.1,321.9,0.038,1.9
instant white rice cooked,0.001,13.2,0.088,2.9,8.3,0.6,61.1,14.9,0.006,0.8
rice pilaf raw,2.7,169.3,0.3,5,65.3,1.8,314.2,383.5,0.037,2.1
rice cracker cake,0.097,3.1,0.1,0.4,37.1,0,101.9,121.1,0.06,0.8
parboiled white rice cooked,0.088,30,0.1,2.9,14.2,0.6,86.9,88.5,0.055,0.6
white rice steamed,0.009,6.6,0.027,0.5,6.6,0.6,43.6,26.4,0,0.9
brown rice cake,0.024,1,0.08,0.1,11.8,0.3,32.4,26.1,0.099,0.3
glutinous white rice raw,0.015,20.4,0.3,3,42.6,1.8,131.4,142.5,0.038,2.2
white rice pasta raw,3,75,0.4,6.5,65.2,1.7,257.5,340.7,0.099,2
glutinous white rice cooked,0.027,3.5,0.017,0.2,8.7,0.5,13.9,17.4,0.072,0.7
brown rice cooked,0.086,19.5,0.2,1,85.8,1.8,150.2,154.1,0.093,1.2
beef flavored rice cooked,0.9,24.7,0.1,2.2,24.7,0.6,81.5,118.6,0.063,1
white rice cooked,0.077,15.8,0.1,1.9,19,0.7,67.9,55.3,0.059,0.8
chicken flavored rice cooked,0.9,16.3,0.1,2.2,23.3,0.7,83.9,135.1,0.088,1.1
white rice raw,0.081,51.8,0.4,8,46.3,2,212.8,212.8,0.057,2
cheese imitation,0.8,796.7,0.05,0.8,33.9,0,598.9,62.2,0.063,3.4
cheshire cheese,0.2,182,0.035,0.005,5.9,0.02,131.3,26.9,0.006,0.8
monterey cheese,0.7,843,0.019,0.8,30.5,0.061,501.7,91.5,0.021,3.4
edam cheese,0.3,219.3,0.072,0.1,9,0.08,160.8,56.4,0.028,1.1
fontina cheese,0.9,594,0.087,0.2,15.1,0.03,373.7,69.1,0.052,3.8
monterey cheese low fat,0.6,796.7,0.089,0.8,30.5,0,501.7,91.5,0.03,3.4
colby cheese,0.7,774.1,0.047,0.9,29.4,0.01,516.4,143.5,0.023,3.5
american cheese,0.4,261.3,0.034,0.2,6.5,0.086,160.3,33,0.014,0.6
blue cheese,0.3,158.4,0.004,0.063,6.9,0.054,116.1,76.8,0.035,0.8
nectarine,0,0.081,9,0.1,0.4,13.5,0.002,39,301.5,0
kiwifruit gold,0.046,13.8,0.1,0.2,9.7,0.072,20.3,255.2,0.003,0.077
prickly pear raw,0.065,34.2,0.051,0.021,13.1,0.1,2.1,24.7,0.023,0.073
pineapple,0.099,0.061,11.7,0.091,0.3,10.8,0.8,7.2,98.1,0.061
rowan,0.083,34.2,2.4,5,73,0.4,118.6,298.7,0,1
muscadine grapes,0.024,2.2,0.023,0.014,0.8,0.1,1.4,12.2,0,0.027
heidelbeeren jutro,0,0,0,0,0,0,0,0,0,0
prunes stewed,0.039,67.2,0.6,3.3,58.8,0.3,103.6,988.4,0,0.7
tangerine,0.056,28.1,0.001,0.1,9.1,0.057,15.2,126.2,0.008,0.078
prunes,0.076,50.4,0.4,2.5,44.8,0.2,78.4,740.6,0,0.5
lemon peel,0.028,2.7,0.015,0.032,0.3,0,0.2,3.2,0.048,0.036
banana,0.055,0.035,7.5,0.1,0.4,40.5,0.4,33,537,0.049
raspberries,0.054,0.031,2.5,0.034,0.015,2.2,0.017,2.9,15.1,0.028
apricot,0.02,0.039,4.6,0.012,0.1,3.5,0.056,8.1,90.7,0.031
strawberry guava,0.059,1.3,0,0.071,1,0,1.6,17.5,0,0
kiwifruit green,0.096,0.091,23.5,0.002,0.2,11.7,0.064,23.5,215.3,0.034
figs,0.049,17.5,0.079,0.2,8.5,0.024,7,116,0.083,0.06
clementine,0.044,0,22.2,0.093,0.1,7.4,0.035,15.5,131,0
orange,0,0,73.6,0.094,0.2,18.4,0.057,25.8,333,0.035
bartlett pear,0.047,15.9,0.1,0.3,10.6,0.091,19.5,178.8,0.044,0.1
red white currants,0.056,37,0.1,1.1,14.6,0.2,49.3,308,0.079,0.3
blueberries,0.015,0.041,8.9,0.063,0.4,8.9,0.5,17.8,114,0.027
mulberries,0.021,0.074,5.9,0.041,0.3,2.7,0,5.7,29.1,0.083
java plum,0.063,0.6,0,0.054,0.5,0,0.5,2.4,0,0
prune puree,0.036,0,5.6,0,0.5,0,0,13,153.4,0
applesauce,0.031,0.043,9.8,0.014,0.6,7.3,0.074,12.2,180.6,0.007
blackberries raw,0.05,41.8,0.2,0.9,28.8,0.9,31.7,233.3,0.008,0.8
plum,0,0.047,4,0.056,0.1,4.6,0.016,10.6,103.6,0
american grapes,0.056,0.3,0.094,0.099,0.1,0.1,0.2,4.6,0.03,0.091
peach,0,0.042,9,0.1,0.4,13.5,0.03,30,285,0.069
honeydew melon,0.062,10.6,0.007,0.3,17.7,0.003,19.5,403.6,0.099,0.2
yellow plantain fried,0.079,10.1,0.2,1,76.1,0.5,72.7,856.8,0.077,0.4
rose hips,0.035,214.6,0.1,1.3,87.6,1.3,77.5,544.8,0,0.3
lemons,0.045,15.1,0.09,0.3,4.6,0.036,9.3,80,0.044,0.065
lime,0.082,22.1,0.052,0.4,4,0.013,12.1,68.3,0.076,0.011
pomegranate,0.042,0.066,14.1,0.2,0.4,16.9,0.2,50.8,332.8,0.09
gooseberries,0.074,0,37.5,0.1,0.5,15,0.2,40.5,297,0.097
asian pear,0,4.9,0.067,0,9.8,0.01,13.4,147.6,0.015,0.041
abiyuch,0.093,18.2,0.1,3.7,54.7,0.4,107.2,693.1,0,0.7
horned melon kiwano,0.095,27.2,0.043,2.4,83.6,0.043,77.3,257.1,0,1
fruit walnut salad mcdonalds,0.017,171.6,0.3,0.9,34.3,0,129.4,0,0,0.7
grapefruit,0,0,27.5,0.087,0.1,11.3,0.067,22.5,168.8,0.032
japanese persimmon,0.067,0.066,13.4,0.2,0.3,15.1,0.6,28.6,270.5,0.024
wild raspberries,0.09,46.8,0.1,0.8,33.8,0.5,53.3,227.5,0,0.6
pink lady apple,0,0,0,0,0,0,0,0,0,0
maraschino cherries,0.072,2.7,0.089,0.091,0.2,0.063,0.2,1.1,0.018,0.031
black currants,0.075,61.6,0.015,1.7,26.9,0.3,66.1,360.6,0,0.3
plantain cooked,0.079,3.1,0.1,0.9,49.3,0,43.1,716.1,0.087,0.2
crab apple,0.03,19.8,0.069,0.4,7.7,0.1,16.5,213.4,0,0
pom potes materne,0,0,0,0,0,0,0,0,0,0
apple,0.062,0.044,10.9,0.086,0.2,9.1,0.01,20,194.7,0
cantaloupe melon,0.087,0.028,15.9,0.018,0.4,21.2,0.064,26.6,472.6,0.082
prickly pear cooked,0,0,0,0,0,0,0,0,0,0
guava,0.056,0.019,9.9,0.1,0.1,12.1,0.02,22,229.4,0.078
strawberries,0.068,1.9,0.089,0.04,1.6,0.083,2.9,18.4,0.027,0.091
japanese persimmon dried,0.002,8.5,0.2,0.3,10.5,0.5,27.5,272.7,0,0.1
watermelon,0.043,0.016,20,0.1,0.7,28.6,0.1,31.5,320.3,0.089
elderberries,0.042,55.1,0.047,2.3,7.3,0,56.6,406,0.097,0.2
kumquat,0.018,0,11.8,0.092,0.2,3.8,0.052,3.6,35.3,0
orange peel,0.023,9.7,0.095,0.097,1.3,0,1.3,12.7,0.048,0.012
pokeberry shoots cooked,0.4,87.5,0.2,2,23.1,0.6,54.5,303.6,0.02,0.3
